"","ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station","asking_price","predicted_price","difference","buy"
"536",5704,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR0","C",63,3,1.7,1.7,137,137,"Good","rental (private)",51.3706,-0.095681,69,66,3,"george street","Thames Water",51400,"Croydon","light_rail",0,0,1,0.4703998,324000,257867.671060631,66132.3289393694,0
"537",15975,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SW20","D",127,4,4.2,1.8,190,81,"Poor","owner-occupied",51.4124,-0.232409,109,20,4,"raynes park","Thames Water",75500,"Merton","rail",0,1,0,0.2156258,915000,849265.722526589,65734.2774734109,0
"538",6981,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW11","D",160.28,9,8.5,7,269,221,"Poor","owner-occupied",51.458792,-0.167861,117,17,2,"clapham junction","Thames Water",74000,"Wandsworth","light_rail",0,1,1,0.5791448,1621000,1555388.17579252,65611.8242074836,0
"539",7877,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E10","C",56,3,2,1.4,205,141,"Average","rental (private)",51.56749,-0.008798,99,16,3,"leyton midland road","Thames Water",52700,"Waltham Forest","light_rail",0,0,1,0.2274324,387000,321797.294081631,65202.7059183692,0
"540",14023,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE18","E",79,4,5,2,357,138,"Average","owner-occupied",51.47819,0.087052,29,64,4,"plumstead","Thames Water",49700,"Greenwich","rail",0,1,0,1.0868286,426000,361083.267259062,64916.7327409384,0
"541",1351,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"HA4","E",125,6,6.8,1.7,308,76,"Average","owner-occupied",51.568814,-0.414907,119,41,6,"ruislip manor","Affinity Water",59800,"Hillingdon","tube",2,0,0,0.490906,696000,631196.253755962,64803.7462440376,0
"542",14007,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA4","C",83,4,2.3,1.9,158,129,"Average","owner-occupied",51.572287,-0.42708,117,54,6,"ruislip","Affinity Water",60400,"Hillingdon","tube",2,0,0,0.3256136,458000,393232.510468224,64767.4895317763,0
"543",3751,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"KT4","E",139,6,8.4,2.5,341,99,"Average","owner-occupied",51.375525,-0.237393,97,35,4,"worcester park","SES Water",55400,"Sutton","rail",0,1,0,0.6512272,723000,658250.495316869,64749.5046831311,0
"544",14505,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"EN3","D",68,4,3.5,1.3,294,105,"Average","owner-occupied",51.662387,-0.042986,104,20,5,"brimsdown","Thames Water",44300,"Enfield","rail",0,1,0,0.8444826,411000,346571.157121085,64428.8428789153,0
"545",13085,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA0","D",73,4,3.1,0.7,243,53,"Average","rental (private)",51.536129,-0.309374,71,29,4,"perivale","Affinity Water",52900,"Brent","tube",1,0,0,0.8562892,518000,453584.901665153,64415.0983348466,0
"546",14384,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM9","C",70,4,2.1,0.8,174,63,"Average","owner-occupied",51.542232,0.129827,90,7,5,"becontree","Essex & Suffolk Water",39400,"Barking and Dagenham","tube",1,0,0,0.260988,361000,296734.760152573,64265.2398474271,0
"547",12125,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE10","E",62,5,4.4,0.9,401,78,"Very Poor","owner-occupied",51.486923,0.002425,9,6,3,"maze hill","Thames Water",58500,"Greenwich","rail",0,1,0,0.338663,567000,503058.5575753,63941.4424246995,0
"548",10009,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SM3","D",91,6,3.8,1.3,237,80,"Average","owner-occupied",51.387555,-0.210016,62,33,4,"st helier","SES Water",55000,"Sutton","rail",0,1,0,0.801606,496000,432141.735868966,63858.2641310339,0
"549",4414,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW18","C",97.61,6,3.7,3.4,226,209,"Poor","owner-occupied",51.442658,-0.193972,53,11,3,"earlsfield","Thames Water",76700,"Wandsworth","rail",0,1,0,0.3660046,783000,719376.907623322,63623.0923766776,0
"550",1877,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"TW12","C",154,7,4.9,2.6,180,94,"Average","owner-occupied",51.42766,-0.372112,76,21,6,"hampton","Thames Water",54700,"Richmond upon Thames","rail",0,1,0,0.9016514,931000,867579.666772821,63420.3332271795,0
"551",3218,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE6","D",77,4,3.4,1.7,247,119,"Good","owner-occupied",51.437445,-0.032098,78,27,3,"bellingham","Thames Water",45100,"Lewisham","rail",0,1,0,0.7605936,468000,404722.523055081,63277.4769449187,0
"552",13619,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM12","D",90,4,4.4,2.1,276,129,"Good","owner-occupied",51.548724,0.208737,114,13,6,"elm park","Essex & Suffolk Water",51000,"Havering","tube",1,0,0,0.65247,446000,383001.067150437,62998.9328495626,0
"553",4090,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR1","D",87.04,4,3.5,2.8,209,166,"Average","owner-occupied",51.416105,0.013955,96,62,4,"sundridge park","Thames Water",56100,"Bromley","rail",0,1,0,0.3628976,522000,459265.686966089,62734.3130339113,0
"554",2693,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE1","D",50,3,3.8,1.4,455,163,"Average","owner-occupied",51.492263,-0.066083,50,4,2,"bermondsey","Thames Water",47800,"Southwark","tube",1,0,0,0.6064864,485000,422482.671760643,62517.3282393569,0
"555",13613,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"KT6","D",61.3,3,3.3,2.6,325,256,"Very Poor","owner-occupied",51.384322,-0.305259,75,34,6,"surbiton","Thames Water",63300,"Kingston upon Thames","rail",0,1,0,0.8973016,407000,344511.488816447,62488.511183553,0
"556",11306,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE18","E",60,3,3.7,1.1,351,104,"Average","owner-occupied",51.478276,0.085227,92,63,4,"plumstead","Thames Water",49700,"Greenwich","rail",0,1,0,1.0681866,388000,325519.914047293,62480.0859527072,0
"557",9069,NA,NA,"F","N","L",NA,NA,NA,"HITHER GREEN",NA,NA,"SE13","E",80.91,3,3.9,3.9,318,336,"Good","rental (private)",51.449523,-0.005012,21,33,3,"hither green","Thames Water",55700,"Lewisham","rail",0,1,0,0.4530006,463000,400601.907114237,62398.0928857627,0
"558",12859,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W13","D",53.43,3,3.1,2.7,346,297,"Very Poor","owner-occupied",51.51859,-0.314146,106,43,3,"west ealing","Thames Water",64800,"Ealing","rail",0,1,0,0.484692,481000,418671.418034353,62328.5819656468,0
"559",9304,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR5","E",88,5,6,1.1,386,71,"Average","owner-occupied",51.383714,0.105946,32,51,6,"st mary cray","Thames Water",59500,"Bromley","rail",0,1,0,1.1545612,506000,443715.462275556,62284.5377244442,0
"560",1439,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"DA6","C",56,3,2.3,2.2,232,217,"Average","owner-occupied",51.455691,0.147704,49,56,5,"bexleyheath","Thames Water",49900,"Bexley","rail",0,1,0,1.0855858,298000,235760.628283114,62239.371716886,0
"561",8784,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW2","D",60,3,3.4,3.3,335,326,"Average","owner-occupied",51.452742,-0.354827,56,16,5,"whitton","Thames Water",80200,"Richmond upon Thames","rail",0,1,0,0.3653832,608000,545806.609483842,62193.390516158,0
"562",1341,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA4","D",56,3,2.2,1.4,224,146,"Good","owner-occupied",51.554338,-0.394509,69,35,5,"south ruislip","Affinity Water",56600,"Hillingdon","tube",1,1,0,0.3691116,361000,298839.747523699,62160.2524763009,0
"563",2251,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"UB5","C",119,6,3.7,2.2,178,102,"Average","owner-occupied",51.557134,-0.359372,83,58,5,"northolt park","Affinity Water",50600,"Ealing","rail",0,1,0,0.1186874,6e+05,537935.350095317,62064.6499046833,0
"564",5937,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW9","D",35,2,3.7,2,635,349,"Average","rental (social)",51.598835,-0.24769,111,48,4,"colindale","Affinity Water",51100,"Brent","tube",1,0,0,0.2510456,3e+05,237944.784589729,62055.2154102712,0
"565",15259,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W4","C",64,3,1.3,1.3,118,118,"Good","owner-occupied",51.483695,-0.252999,28,8,3,"chiswick","Thames Water",60700,"Hounslow","rail",0,1,0,0.6984536,448000,386485.981256296,61514.0187437038,0
"566",11667,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"EN3","D",79,4,3.5,0.9,250,62,"Average","owner-occupied",51.670606,-0.039696,59,22,6,"turkey street","Thames Water",39700,"Enfield","light_rail",0,0,1,0.4424368,405000,343868.979401256,61131.0205987436,0
"567",11968,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N1","C",45.76,2,1.5,1.5,169,169,"Very Poor","rental (social)",51.545709,-0.100378,95,38,2,"highbury and islington","Thames Water",53300,"Islington","tube",1,1,1,0.2572596,464000,403090.747311894,60909.2526881059,0
"568",3376,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SW19","F",80,4,6.3,2.5,449,174,"Very Poor","owner-occupied",51.409979,-0.205038,59,17,3,"merton park","Thames Water",72900,"Merton","light_rail",0,0,1,0.438087,753000,692186.408901656,60813.5910983441,0
"569",5042,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW14","D",96,5,4,1.2,236,70,"Average","owner-occupied",51.459872,-0.40557,79,24,6,"feltham","Affinity Water",50600,"Hounslow","rail",0,1,0,1.0296598,510000,449266.188949374,60733.8110506262,0
"570",5589,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR0","C",54.523,3,2,1.6,196,150,"Average","owner-occupied",51.378048,-0.02785,34,69,5,"west wickham","Thames Water",52300,"Croydon","rail",0,1,0,0.7320092,368000,307375.811283793,60624.188716207,0
"571",13639,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"IG1","C",60,3,2,1.5,193,143,"Good","owner-occupied",51.569555,0.060642,120,19,4,"gants hill","Thames Water",50200,"Redbridge","tube",1,0,0,0.7028034,331000,270507.101417169,60492.8985828309,0
"572",9102,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N13","D",71,3,3.7,1.7,298,132,"Average","rental (private)",51.612377,-0.099156,98,30,4,"palmers green","Thames Water",45900,"Enfield","rail",0,1,0,1.028417,439000,378558.653949727,60441.3460502728,0
"573",10462,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E17","D",106,6,4.3,1.5,230,79,"Average","owner-occupied",51.578734,-0.026535,70,15,3,"walthamstow queens road","Thames Water",48100,"Waltham Forest","light_rail",0,0,1,0.363519,619000,558792.527126406,60207.4728735941,0
"574",975,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"BR3","E",73,4,4.9,2.2,378,171,"Good","owner-occupied",51.409399,-0.048919,68,36,3,"avenue road","Thames Water",61300,"Bromley","light_rail",0,0,1,0.142922,431000,371035.016981317,59964.9830186833,0
"575",3365,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW12","D",81,5,3.7,3.1,261,219,"Poor","owner-occupied",51.443582,-0.140881,78,31,3,"balham","Thames Water",64000,"Wandsworth","tube",1,1,0,0.7034248,651000,591226.896192733,59773.1038072673,0
"576",7605,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"W3","E",132,6,7.3,3,313,127,"Average","owner-occupied",51.506834,-0.277374,47,30,3,"acton town","Thames Water",58600,"Ealing","tube",2,0,0,0.2504242,1025000,965293.121636089,59706.8783639112,0
"577",5920,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SM4","E",79,5,4.7,1.2,335,82,"Average","owner-occupied",51.387417,-0.205073,41,31,4,"st helier","SES Water",46900,"Merton","rail",0,1,0,0.5977868,427000,367311.100376723,59688.899623277,0
"578",5192,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE6","D",73,3,3.1,0.8,245,56,"Average","rental (private)",51.437401,-0.031654,68,26,3,"bellingham","Thames Water",45100,"Lewisham","rail",0,1,0,0.739466,462000,402521.355942329,59478.6440576713,0
"579",8513,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N4","D",277,11,8.7,4.9,178,100,"Poor","owner-occupied",51.57612,-0.118145,122,69,3,"crouch hill","Thames Water",65500,"Hackney","light_rail",0,0,1,0.394589,1746000,1686574.61735992,59425.3826400805,0
"580",7543,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"UB2","E",130,8,7.3,3.2,273,108,"Average","owner-occupied",51.495764,-0.376991,183,32,4,"southall","Thames Water",49500,"Ealing","rail",0,1,0,1.0427092,650000,590602.042805176,59397.957194824,0
"581",3335,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE4","E",102,5,6,1.7,290,70,"Good","owner-occupied",51.455962,-0.034829,108,29,3,"crofton park","Thames Water",58800,"Lewisham","rail",0,1,0,0.1162018,691000,631976.29594133,59023.7040586695,0
"582",1737,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE23","D",80,3,4.1,2.2,290,160,"Average","owner-occupied",51.440211,-0.039922,104,30,3,"forest hill","Thames Water",58000,"Lewisham","light_rail",0,1,1,0.9451494,461000,401999.757289127,59000.2427108732,0
"583",2317,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT4","C",58,3,1.8,0.3,174,30,"Average","owner-occupied",51.379884,-0.22661,38,35,4,"worcester park","SES Water",55400,"Sutton","rail",0,1,0,1.2229152,401000,342197.119148206,58802.8808517938,0
"584",10356,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW7","B",57.13,3,1.1,1,116,105,"Average","rental (private)",51.613216,-0.249057,22,67,4,"mill hill broadway","Affinity Water",49400,"Barnet","rail",0,1,0,0.0689754,347000,288301.407271719,58698.5927282812,0
"585",484,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR0","D",76,3,4.7,2.9,362,224,"Good","owner-occupied",51.382272,-0.09728,175,56,5,"west croydon","Thames Water",46000,"Croydon","light_rail",0,1,1,0.4654286,316000,257303.202092464,58696.7979075357,0
"586",15131,NA,NA,"T","N","F",NA,NA,NA,"CHADWELL HEATH",NA,NA,"RM6","D",96,5,3.9,1.4,234,84,"Average","owner-occupied",51.570499,0.142043,78,19,5,"chadwell heath","Essex & Suffolk Water",47800,"Redbridge","rail",0,1,0,0.6735976,450000,391736.146927634,58263.8530723664,0
"587",15272,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW2","D",47,2,2.3,1.9,252,206,"Poor","rental (private)",51.457183,-0.121386,73,27,2,"brixton","Thames Water",61900,"Lambeth","tube",1,1,0,0.6412848,484000,425938.59413122,58061.4058687804,0
"588",10611,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"UB7","C",65,3,1.7,1.7,156,157,"Good","rental (private)",51.506207,-0.463333,59,28,6,"west drayton","Affinity Water",50300,"Hillingdon","rail",0,1,0,0.789178,308000,250017.238019609,57982.7619803915,0
"589",7187,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"N12","D",119,4,4.1,2.7,197,124,"Good","owner-occupied",51.614752,-0.161902,167,70,4,"new southgate","Affinity Water",54300,"Barnet","rail",0,1,0,1.0060466,689000,631048.723121719,57951.2768782814,0
"590",890,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT2","D",94,5,4.4,2,264,117,"Average","owner-occupied",51.414644,-0.292813,75,11,6,"kingston","Thames Water",68000,"Kingston upon Thames","rail",0,1,0,0.3889964,713000,655306.551735842,57693.4482641583,0
"591",8006,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E17","D",47.33,3,2.3,1.9,249,213,"Good","owner-occupied",51.580083,-0.02766,145,16,3,"walthamstow queens road","Thames Water",50900,"Waltham Forest","light_rail",0,0,1,0.2901938,343000,285751.596226479,57248.4037735206,0
"592",14645,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N7","D",44,5,2,0.9,238,98,"Average","rental (social)",51.563541,-0.114322,114,33,2,"finsbury park","Thames Water",41600,"Islington","tube",2,1,0,0.5089266,556000,498806.636641973,57193.3633580273,0
"593",808,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR2","C",128,5,2.3,1.3,102,58,"Good","owner-occupied",51.401157,-0.003264,22,61,4,"shortlands","Thames Water",64600,"Bromley","rail",0,1,0,0.6947252,679000,621873.760398879,57126.2396011209,0
"594",10002,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG1","D",89,5,3.3,1.4,194,81,"Average","rental (private)",51.552697,0.089941,136,10,4,"seven kings","Essex & Suffolk Water",50400,"Redbridge","rail",0,1,0,1.1937094,431000,373919.174363077,57080.8256369227,0
"595",7816,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N7","E",42.53,3,4.6,4,416,359,"Poor","owner-occupied",51.55695,-0.125373,168,37,2,"tufnell park","Thames Water",60300,"Islington","tube",1,0,0,0.6798116,560000,504002.081506752,55997.9184932485,0
"596",10616,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR7","C",69,4,2.5,0.6,190,45,"Good","owner-occupied",51.400817,-0.114642,109,42,4,"thornton heath","Thames Water",51500,"Croydon","rail",0,1,0,0.7910422,402000,346110.393567247,55889.6064327525,0
"597",8270,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW14","D",123,5,4.7,2.7,216,122,"Good","owner-occupied",51.468159,-0.264103,33,9,3,"mortlake","Thames Water",68200,"Richmond upon Thames","rail",0,1,0,0.2218398,1015000,959215.843252767,55784.1567472335,0
"598",4923,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"IG5","C",51,2,1.1,1.1,115,109,"Good","owner-occupied",51.587769,0.055807,36,31,4,"gants hill","Thames Water",55300,"Redbridge","tube",1,0,0,0.944528,323000,267383.098798335,55616.9012016646,0
"599",9139,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"DA8","E",80,4,4.7,1.5,334,108,"Average","owner-occupied",51.481037,0.167041,147,33,6,"erith","Thames Water",45800,"Bexley","rail",0,1,0,0.7680504,382000,327226.668551179,54773.3314488208,0
"600",4261,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E8","C",52.93,2,1.6,1.4,183,155,"Average","rental (private)",51.541661,-0.070537,15,20,2,"haggerston","Thames Water",53300,"Hackney","light_rail",0,0,1,0.3597906,471000,416280.165634126,54719.8343658742,0
"601",15461,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT9","B",77,5,0.9,0.7,64,50,"Good","owner-occupied",51.366834,-0.286267,112,37,6,"chessington north","Thames Water",59700,"Kingston upon Thames","rail",0,1,0,0.801606,445000,390425.366206737,54574.6337932626,0
"602",4922,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"DA14","C",59,4,1.7,0.4,165,31,"Average","owner-occupied",51.43071,0.084858,112,48,4,"new eltham","Thames Water",48100,"Bexley","rail",0,1,0,0.891709,301000,246552.082358329,54447.9176416712,0
"603",9732,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"KT2","D",102,6,5.3,2.5,269,117,"Average","owner-occupied",51.416799,-0.290094,141,12,5,"norbiton","Thames Water",68000,"Kingston upon Thames","rail",0,1,0,0.4281446,777000,723353.923477118,53646.0765228816,0
"604",6101,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE26","D",90,5,3.4,1,212,59,"Average","owner-occupied",51.430741,-0.039925,103,30,4,"lower sydenham","Thames Water",45100,"Lewisham","rail",0,1,0,0.6021366,414000,360384.624187934,53615.3758120656,0
"605",3563,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW16","D",55,3,2.2,1.2,212,116,"Average","rental (private)",51.436988,-0.121567,196,68,3,"streatham hill","Thames Water",54400,"Croydon","rail",0,1,0,0.481585,361000,307561.624408387,53438.3755916129,0
"606",1915,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR0","D",40,2,2,1.1,260,140,"Average","owner-occupied",51.385465,-0.099576,139,55,5,"west croydon","Thames Water",46000,"Croydon","light_rail",0,1,1,0.6064864,241000,187588.194432804,53411.8055671955,0
"607",15152,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW9","D",57,3,2.6,1,263,100,"Good","owner-occupied",51.467307,-0.290525,27,8,3,"north sheen","Thames Water",61900,"Richmond upon Thames","rail",0,1,0,0.3871322,622000,568628.984911227,53371.0150887733,0
"608",1372,NA,NA,"F","N","L",NA,NA,NA,"TOOTING",NA,NA,"SW17","C",72,4,2.6,1.6,202,126,"Average","owner-occupied",51.432896,-0.163488,16,27,3,"tooting bec","Thames Water",53600,"Wandsworth","tube",1,0,0,0.3442556,491000,437640.759603035,53359.2403969649,0
"609",10807,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW11","F",90.84,5,8.2,6.6,495,386,"Very Poor","owner-occupied",51.464957,-0.153948,81,20,2,"clapham common","Thames Water",80600,"Wandsworth","tube",1,0,0,0.8867378,1017000,963778.840435411,53221.1595645895,0
"610",13759,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"UB4","E",65.1,3,5,3.6,456,327,"Average","owner-occupied",51.518559,-0.40319,131,34,5,"hayes and harlington","Affinity Water",44600,"Hillingdon","rail",0,1,0,1.4111994,308000,254809.30777104,53190.6922289601,0
"611",3418,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA4","D",63,4,2.3,2,208,180,"Average","owner-occupied",51.562406,-0.417813,64,39,5,"ruislip gardens","Affinity Water",59200,"Hillingdon","tube",1,0,0,0.658684,363000,310271.29131489,52728.7086851102,0
"612",8248,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"KT3","E",135,5,7.2,3,301,126,"Average","owner-occupied",51.393802,-0.25151,73,23,4,"motspur park","Thames Water",65000,"Kingston upon Thames","rail",0,1,0,0.7543796,836000,783437.722538267,52562.2774617329,0
"613",14286,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SM5","D",77,5,3.2,1.6,216,105,"Good","owner-occupied",51.385053,-0.168533,81,33,4,"hackbridge","SES Water",44300,"Sutton","rail",0,1,0,1.314261,405000,352450.43050955,52549.5694904495,0
"614",5446,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"HA1","D",94.1,5,4.4,4.3,307,302,"Good","owner-occupied",51.578602,-0.348728,27,62,5,"west harrow","Affinity Water",57000,"Brent","tube",1,0,0,0.307593,564000,511481.892332093,52518.1076679068,0
"615",9841,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA7","D",60,2,4.2,3.4,413,331,"Average","rental (private)",51.613652,-0.304291,39,70,5,"stanmore","Affinity Water",54300,"Harrow","tube",1,0,0,0.705289,376000,323831.949283505,52168.0507164947,0
"616",9071,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM12","D",93,5,4.2,1.6,257,93,"Average","owner-occupied",51.54316,0.207056,47,11,6,"elm park","Essex & Suffolk Water",51000,"Havering","tube",1,0,0,0.8923304,429000,377245.286477988,51754.7135220122,0
"617",1358,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E15","D",94,5,3.8,2,227,116,"Average","rental (private)",51.549139,0.010564,141,10,3,"maryland","Thames Water",44400,"Newham","rail",0,1,0,0.3566836,495000,443440.937328171,51559.0626718286,0
"618",4216,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"DA15","D",58,3,2.6,1.4,228,130,"Average","owner-occupied",51.452133,0.105898,114,42,4,"welling","Thames Water",51000,"Bexley","rail",0,1,0,1.4689896,3e+05,248554.232810153,51445.7671898465,0
"619",10486,NA,NA,"D","N","F",NA,NA,NA,"YIEWSLEY",NA,NA,"UB7","E",63,5,5.4,1,489,89,"Average","owner-occupied",51.51801,-0.472002,117,33,6,"west drayton","Affinity Water",46000,"Hillingdon","rail",0,1,0,0.6313424,4e+05,348659.997559918,51340.0024400822,0
"620",12344,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR2","D",85,3,4.4,1.4,292,94,"Average","owner-occupied",51.396056,0.035051,47,59,5,"bickley","Thames Water",60500,"Bromley","rail",0,1,0,0.8071986,516000,464900.857700351,51099.1422996489,0
"621",13522,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM1","E",79,4,4.6,1.1,304,67,"Average","owner-occupied",51.577101,0.194007,77,27,6,"romford","Essex & Suffolk Water",48900,"Havering","light_rail",0,1,1,0.6046222,392000,341159.03169799,50840.9683020097,0
"622",2013,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SM6","E",123,6,8.3,2.8,382,127,"Average","owner-occupied",51.361837,-0.127214,137,56,5,"waddon","SES Water",44600,"Sutton","rail",0,1,0,0.6748404,577000,526305.737368902,50694.2626310976,0
"623",1755,NA,NA,"D","N","F",NA,NA,NA,"CHEAM",NA,NA,"SM1","C",88,5,2.8,1.5,183,91,"Average","owner-occupied",51.363431,-0.209027,80,47,5,"west sutton","SES Water",55200,"Sutton","rail",0,1,0,0.400803,468000,417848.968316761,50151.0316832387,0
"624",5459,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR2","D",85,4,3.6,1.4,243,93,"Average","owner-occupied",51.345767,-0.051694,85,123,3,"gravel hill","SES Water",54400,"Croydon","light_rail",0,0,1,1.0420878,455000,404964.109059994,50035.8909400058,0
"625",3173,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"UB1","C",94,5,2.9,1.2,175,72,"Average","owner-occupied",51.511986,-0.387395,29,32,4,"southall","Affinity Water",42200,"Ealing","rail",0,1,0,0.720824,460000,410055.20716178,49944.7928382202,0
"626",10908,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"EN3","D",51,3,2.8,0.6,312,59,"Average","owner-occupied",51.676566,-0.032062,118,19,6,"enfield lock","Thames Water",46000,"Enfield","rail",0,1,0,0.4915274,278000,228106.942583388,49893.0574166123,0
"627",5763,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"EN1","E",77,3,6,0.9,459,61,"Average","owner-occupied",51.648501,-0.062939,109,24,5,"southbury","Thames Water",51700,"Enfield","light_rail",0,0,1,0.6791902,441000,391139.977227972,49860.0227720281,0
"628",1094,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA9","B",64,3,1.1,1.1,98,98,"Good","owner-occupied",51.559298,-0.284928,NA,45,4,"wembley stadium","Affinity Water",52500,"Brent","rail",0,1,0,0.2653378,365000,315188.09448944,49811.9055105599,0
"629",13820,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"UB4","D",96,5,4.3,1.6,252,94,"Average","owner-occupied",51.529103,-0.427502,126,35,5,"hayes and harlington","Affinity Water",51300,"Hillingdon","rail",0,1,0,2.1195954,499000,449256.241596868,49743.7584031317,0
